internal_id,resource_key,set_label,collector_label,japanese_name,official_english_name,status,mapping_source,name_text_id,list_index_name
199,6_67,DM-06,67,激闘するフェザー・ホーン,"Feather Horn, the Tracker",printed_english_name_mapped,Dueparture overseas correspondence table,692,226
200,6_68,DM-06,68,樹界を守るパラダイス・ホーン,Paradise Horn,printed_english_name_mapped,Dueparture overseas correspondence table,695,229
201,6_69,DM-06,69,無垢の宝剣,"Innocent Hunter, Blade of All",printed_english_name_mapped,Dueparture overseas correspondence table,699,233
202,6_70,DM-06,70,大自然の意志,Pangaea's Will,printed_english_name_mapped,Dueparture overseas correspondence table,703,237
203,6_71,DM-06,71,鋭刃の使徒グーレ・チェーン,"Chen Treg, Vizier of Blades",printed_english_name_mapped,Dueparture overseas correspondence table,706,240
204,6_72,DM-06,72,不屈の使徒チーキ・クーレ,"Chekicul, Vizier of Endurance",printed_english_name_mapped,Dueparture overseas correspondence table,710,244
205,6_73,DM-06,73,宣凶師キンゼラ,"Kanesill, the Explorer",printed_english_name_mapped,Dueparture overseas correspondence table,714,248
206,6_74,DM-06,74,藍電草,Lightning Grass,printed_english_name_mapped,Dueparture overseas correspondence table,718,252
207,6_75,DM-06,75,電磁の使徒バルアス,"Ballas, Vizier of Electrons",printed_english_name_mapped,Dueparture overseas correspondence table,721,255
208,6_76,DM-06,76,予言者ユーク,"Yuluk, the Oracle",printed_english_name_mapped,Dueparture overseas correspondence table,724,258
209,6_77,DM-06,77,予言者ジェス,"Vess, the Oracle",printed_english_name_mapped,Dueparture overseas correspondence table,728,262
210,6_78,DM-06,78,エレメンタル・シールド,Sphere of Wonder,printed_english_name_mapped,Dueparture overseas correspondence table,732,266
211,6_79,DM-06,79,ソピアン,Sopian,printed_english_name_mapped,Dueparture overseas correspondence table,735,269
212,6_80,DM-06,80,アクア・ライダー,Aqua Rider,printed_english_name_mapped,Dueparture overseas correspondence table,738,272
213,6_81,DM-06,81,プロメフィウスα,Promephius Q,printed_english_name_mapped,Dueparture overseas correspondence table,741,275
214,6_82,DM-06,82,マドリオン・フィッシュ,Madrillon Fish,printed_english_name_mapped,Dueparture overseas correspondence table,744,278
215,6_83,DM-06,83,エレガント・ランプ,Steam Star,printed_english_name_mapped,Dueparture overseas correspondence table,748,282
216,6_84,DM-06,84,ゼピメテウス,Zepimeteus,printed_english_name_mapped,Dueparture overseas correspondence table,751,285
217,6_85,DM-06,85,エナジー・ライト,Energy Stream,printed_english_name_mapped,Dueparture overseas correspondence table,755,289
218,6_86,DM-06,86,スパイラル・ゲート,Spiral Gate,printed_english_name_mapped,Dueparture overseas correspondence table,758,292
219,6_87,DM-06,87,砕骨の刺客ゾルバス,"Zorvaz, the Bonecrusher",printed_english_name_mapped,Dueparture overseas correspondence table,761,295
220,6_88,DM-06,88,幽鬼の影リバース・ソウル,"Grim Soul, Shadow of Reversal",printed_english_name_mapped,Dueparture overseas correspondence table,764,298
221,6_89,DM-06,89,烈裂虫テンタクル・ワーム,Tentacle Worm,printed_english_name_mapped,Dueparture overseas correspondence table,768,302
222,6_90,DM-06,90,カース・ペンダント,Cursed Pincher,printed_english_name_mapped,Dueparture overseas correspondence table,771,305
223,6_91,DM-06,91,逆歯怪人トマホーク,"Grinning Axe, the Monstrosity",printed_english_name_mapped,Dueparture overseas correspondence table,774,308
224,6_92,DM-06,92,凶犬人形ジュンカツ,"Junkatz, Rabid Doll",printed_english_name_mapped,Dueparture overseas correspondence table,778,312
225,6_93,DM-06,93,孤独の影ロンリー・ウォーカー,"Lone Tear, Shadow of Solitude",printed_english_name_mapped,Dueparture overseas correspondence table,781,315
226,6_94,DM-06,94,デス・スモーク,Death Smoke,printed_english_name_mapped,Dueparture overseas correspondence table,785,319
227,6_95,DM-06,95,ムラマサ・リザード,Legionnaire Lizard,printed_english_name_mapped,Dueparture overseas correspondence table,788,322
228,6_96,DM-06,96,捜神兵グチェラリオン,Armored Scout Gestuchar,printed_english_name_mapped,Dueparture overseas correspondence table,791,325
229,6_97,DM-06,97,撃神兵マシンガー,Automated Weaponmaster Machai,printed_english_name_mapped,Dueparture overseas correspondence table,795,329
230,6_98,DM-06,98,襲撃者エグゼドライブ,Pyrofighter Magnus,printed_english_name_mapped,Dueparture overseas correspondence table,799,333
231,6_99,DM-06,99,炎獣兵マグナム・ブルース,Torchclencher,printed_english_name_mapped,Dueparture overseas correspondence table,803,337
232,6_100,DM-06,100,ピコラのスパナ,Picora's Wrench,printed_english_name_mapped,Dueparture overseas correspondence table,807,341
233,6_101,DM-06,101,無謀鉄人チョイヤ,"Choya, the Unheeding",printed_english_name_mapped,Dueparture overseas correspondence table,810,344
234,6_102,DM-06,102,幻竜砲,Phantom Dragon's Flame,printed_english_name_mapped,Dueparture overseas correspondence table,813,347
235,6_103,DM-06,103,ブルーレイザー・ビートル,Trench Scarab,printed_english_name_mapped,Dueparture overseas correspondence table,816,350
236,6_104,DM-06,104,幻惑ベリー,Illusory Berry,printed_english_name_mapped,Dueparture overseas correspondence table,820,354
237,6_105,DM-06,105,シェル・キャリアー,Carrier Shell,printed_english_name_mapped,Dueparture overseas correspondence table,823,357
238,6_106,DM-06,106,盗賊の盾,"Mighty Bandit, Ace of Thieves",printed_english_name_mapped,Dueparture overseas correspondence table,827,361
239,6_107,DM-06,107,シェル・ラック,Slumber Shell,printed_english_name_mapped,Dueparture overseas correspondence table,830,364
240,6_108,DM-06,108,滑降妖精ガラボン,"Garabon, the Glider",printed_english_name_mapped,Dueparture overseas correspondence table,833,367
241,6_109,DM-06,109,ディメンジョン・ゲート,Dimension Gate,printed_english_name_mapped,Dueparture overseas correspondence table,837,371
242,6_110,DM-06,110,フェアリー・ライフ,Faerie Life,printed_english_name_mapped,Dueparture overseas correspondence table,839,373
243,6_S1,DM-06,S1,聖天使クラウゼ・バルキューラ,"Craze Valkyrie, the Drastic",printed_english_name_mapped,Dueparture overseas correspondence table,842,376
244,6_S2,DM-06,S2,閃光の求道者ラ・ベイル,"Laveil, Seeker of Catastrophe",printed_english_name_mapped,Dueparture overseas correspondence table,845,379
245,6_S3,DM-06,S3,ゼータ・トゥレイト,Q-tronic Hypermind,printed_english_name_mapped,Dueparture overseas correspondence table,848,382
246,6_S4,DM-06,S4,クリスタル・ジャベリン,Crystal Jouster,printed_english_name_mapped,Dueparture overseas correspondence table,851,385
247,6_S5,DM-06,S5,超幻獣グラザルド,Phantasmal Horror Gigazald,printed_english_name_mapped,Dueparture overseas correspondence table,855,389
248,6_S6,DM-06,S6,憤怒の猛将ダイダロス,"Daidalos, General of Fury",printed_english_name_mapped,Dueparture overseas correspondence table,858,392
249,6_S7,DM-06,S7,甲冑神龍エグゼキューター,Lava Walker Executo,printed_english_name_mapped,Dueparture overseas correspondence table,862,396
250,6_S8,DM-06,S8,ボルメテウス・ホワイト・ドラゴン,Bolmeteus Steel Dragon,printed_english_name_mapped,Dueparture overseas correspondence table,865,399
251,6_S9,DM-06,S9,大昆虫ガイアマンティス,"Ultra Mantis, Scourge of Fate",printed_english_name_mapped,Dueparture overseas correspondence table,869,403
252,6_S10,DM-06,S10,神秘の超人,Cliffcrush Giant,printed_english_name_mapped,Dueparture overseas correspondence table,873,407
253,7_1,DM-07,1,爆雷の求道者ガラ・ガンダール,"Gandar, Seeker of Explosions",printed_english_name_mapped,Dueparture overseas correspondence table,877,411
254,7_2,DM-07,2,キング・アクエリアス,King Benthos,printed_english_name_mapped,Dueparture overseas correspondence table,880,414
255,7_3,DM-07,3,戦艦男,Battleship Mutant,printed_english_name_mapped,Dueparture overseas correspondence table,883,417
256,7_4,DM-07,4,鎧神兵ガリアクルーズ,Armored Transport Galiacruse,printed_english_name_mapped,Dueparture overseas correspondence table,886,420
257,7_5,DM-07,5,爆転の化身,Spinning Totem,printed_english_name_mapped,Dueparture overseas correspondence table,889,423
258,7_6,DM-07,6,聖天使カイザル・バジキューラ,"Kizar Basiku, the Outrageous",printed_english_name_mapped,Dueparture overseas correspondence table,892,426
259,7_7,DM-07,7,光封樹,Pulsar Tree,printed_english_name_mapped,Dueparture overseas correspondence table,895,429
260,7_8,DM-07,8,ジャスティス・ジャミング,Justice Jamming,printed_english_name_mapped,Dueparture overseas correspondence table,899,433
261,7_9,DM-07,9,キャバリア・シャーク,Trenchdive Shark,printed_english_name_mapped,Dueparture overseas correspondence table,902,436
262,7_10,DM-07,10,アクア・フェンサー,Aqua Fencer,printed_english_name_mapped,Dueparture overseas correspondence table,905,439
263,7_11,DM-07,11,ビアンカス,Biancus,printed_english_name_mapped,Dueparture overseas correspondence table,909,443
264,7_12,DM-07,12,超幻獣ドグザバル,Phantasmal Horror Gigazabal,printed_english_name_mapped,Dueparture overseas correspondence table,912,446
265,7_13,DM-07,13,ギガバスター,Gigabuster,printed_english_name_mapped,Dueparture overseas correspondence table,916,450
266,7_14,DM-07,14,チェイン・スラッシュ,Hopeless Vortex,printed_english_name_mapped,Dueparture overseas correspondence table,919,453
267,7_15,DM-07,15,超巨岩獣ヴォルクラウザー,"Valkrowzer, Ultra Rock Beast",printed_english_name_mapped,Dueparture overseas correspondence table,922,456
268,7_16,DM-07,16,ピーポのバール,Kipo's Contraption,printed_english_name_mapped,Dueparture overseas correspondence table,926,460
269,7_17,DM-07,17,地獄万力,Apocalypse Vise,printed_english_name_mapped,Dueparture overseas correspondence table,930,464
270,7_18,DM-07,18,世界樹ユグドラジーガ,"World Tree, Root of Life",printed_english_name_mapped,Dueparture overseas correspondence table,933,467
271,7_19,DM-07,19,呪紋の化身,Cryptic Totem,printed_english_name_mapped,Dueparture overseas correspondence table,936,470
272,7_20,DM-07,20,草原の種,"Tangle Fist, the Weaver",printed_english_name_mapped,Dueparture overseas correspondence table,940,474
273,7_21,DM-07,21,宣凶師ロンドビル,"Rondobil, the Explorer",printed_english_name_mapped,Dueparture overseas correspondence table,944,478
274,7_22,DM-07,22,聖騎士プラネットシャイン,"Geoshine, Spectral Knight",printed_english_name_mapped,Dueparture overseas correspondence table,948,482
275,7_23,DM-07,23,ライトニング・チャージャー,Lightning Charger,printed_english_name_mapped,Dueparture overseas correspondence table,952,486
276,7_24,DM-07,24,スプラッシュ・ゼブラフィッシュ,Splash Zebrafish,printed_english_name_mapped,Dueparture overseas correspondence table,955,489
277,7_25,DM-07,25,キュリアス・アイ,Curious Eye,printed_english_name_mapped,Dueparture overseas correspondence table,959,493
278,7_26,DM-07,26,スパイラル・チャージャー,Riptide Charger,printed_english_name_mapped,Dueparture overseas correspondence table,963,497
279,7_27,DM-07,27,三面怪人アシュラファング,Three-Faced Ashura Fang,printed_english_name_mapped,Dueparture overseas correspondence table,966,500
280,7_28,DM-07,28,ポイズン・ティアラ,Scalpel Spider,printed_english_name_mapped,Dueparture overseas correspondence table,970,504
281,7_29,DM-07,29,ブラッディ・チャージャー,Venom Charger,printed_english_name_mapped,Dueparture overseas correspondence table,974,508
282,7_30,DM-07,30,怪神兵ナグール,Otherworldly Warrior Naglu,printed_english_name_mapped,Dueparture overseas correspondence table,976,510
283,7_31,DM-07,31,クレーターザウルス,Cratersaur,printed_english_name_mapped,Dueparture overseas correspondence table,980,514
284,7_32,DM-07,32,エナジー・チャージャー,Energy Charger,printed_english_name_mapped,Dueparture overseas correspondence table,984,518
285,7_33,DM-07,33,シェル・ブリーダー,Brood Shell,printed_english_name_mapped,Dueparture overseas correspondence table,987,521
286,7_34,DM-07,34,不死身の果実,Fruit of Eternity,printed_english_name_mapped,Dueparture overseas correspondence table,991,525
287,7_35,DM-07,35,メビウス・チャージャー,Mulch Charger,printed_english_name_mapped,Dueparture overseas correspondence table,993,527
288,7_36,DM-07,36,白夜の守護者ロディ・ゲール,"Rodi Gale, Night Guardian",printed_english_name_mapped,Dueparture overseas correspondence table,996,530
289,7_37,DM-07,37,捕縛の使徒ローム,"Rom, Vizier of Tendrils",printed_english_name_mapped,Dueparture overseas correspondence table,1000,534
290,7_38,DM-07,38,予言者ベクス,"Bex, the Oracle",printed_english_name_mapped,Dueparture overseas correspondence table,1004,538
291,7_39,DM-07,39,ミラクル・ポータル,Miracle Portal,printed_english_name_mapped,Dueparture overseas correspondence table,1008,542
292,7_40,DM-07,40,アクア・エージェント,Aqua Agent,printed_english_name_mapped,Dueparture overseas correspondence table,1010,544
293,7_41,DM-07,41,ウォール・クラスター,Titanium Cluster,printed_english_name_mapped,Dueparture overseas correspondence table,1014,548
294,7_42,DM-07,42,ガラティアヌス,Garatyano,printed_english_name_mapped,Dueparture overseas correspondence table,1018,552
295,7_43,DM-07,43,セティボルス,Cetibols,printed_english_name_mapped,Dueparture overseas correspondence table,1022,556
296,7_44,DM-07,44,夢幻の影ダーク・バンディット,"Dream Pirate, Shadow of Theft",printed_english_name_mapped,Dueparture overseas correspondence table,1026,560
297,7_45,DM-07,45,隠密人形ゲザリー,"Gezary, Undercover Doll",printed_english_name_mapped,Dueparture overseas correspondence table,1030,564
298,7_46,DM-07,46,飛行男,Propeller Mutant,printed_english_name_mapped,Dueparture overseas correspondence table,1034,568
299,7_47,DM-07,47,バキューム・ジェル,Vacuum Gel,printed_english_name_mapped,Dueparture overseas correspondence table,1038,572
300,7_48,DM-07,48,ガザリアス・ドラゴン,Gazarias Dragon,printed_english_name_mapped,Dueparture overseas correspondence table,1041,575
301,7_49,DM-07,49,アストロノーツ・ワイバーン,Astronaut Skyterror,printed_english_name_mapped,Dueparture overseas correspondence table,1045,579
302,7_50,DM-07,50,暴走番長ギャラン,Wild Racer Chief Garan,printed_english_name_mapped,Dueparture overseas correspondence table,1049,583
303,7_51,DM-07,51,クック・ポロン,Kooc Pollon,printed_english_name_mapped,Dueparture overseas correspondence table,1053,587
304,7_52,DM-07,52,撃墜するスティンガー・ホーン,"Stinger Horn, the Delver",printed_english_name_mapped,Dueparture overseas correspondence table,1057,591
305,7_53,DM-07,53,春風妖精ポップル,"Popple, Flowerpetal Dancer",printed_english_name_mapped,Dueparture overseas correspondence table,1061,595
306,7_54,DM-07,54,ランチャー・スパイダー,Launch Locust,printed_english_name_mapped,Dueparture overseas correspondence table,1065,599
307,7_55,DM-07,55,氷結ハンマー,Freezing Icehammer,printed_english_name_mapped,Dueparture overseas correspondence table,1069,603
308,7_S1,DM-07,S1,栄光の精霊アイリス,"Siri, Glory Elemental",printed_english_name_mapped,Dueparture overseas correspondence table,1072,606
309,7_S2,DM-07,S2,アストラル・メデューサ,Cosmic Nebula,printed_english_name_mapped,Dueparture overseas correspondence table,1075,609
310,7_S3,DM-07,S3,残虐覇王デスカール,"Crath Lade, Merciless King",printed_english_name_mapped,Dueparture overseas correspondence table,1079,613
311,7_S4,DM-07,S4,激震闘士スカイ・クラッシャー,"Sky Crusher, the Agitator",printed_english_name_mapped,Dueparture overseas correspondence table,1083,617
312,7_S5,DM-07,S5,金剛の超人,Headlong Giant,printed_english_name_mapped,Dueparture overseas correspondence table,1087,621
313,8_1,DM-08,1,開眼者クーカイ,"Kuukai, Finder of Karma",printed_english_name_mapped,Dueparture overseas correspondence table,1090,624
314,8_2,DM-08,2,アクア・レンジャー,Aqua Ranger,printed_english_name_mapped,Dueparture overseas correspondence table,1094,628
315,8_3,DM-08,3,暗黒皇女メガリア,"Megaria, Empress of Dread",printed_english_name_mapped,Dueparture overseas correspondence table,1098,632
316,8_4,DM-08,4,紅神龍ジャガルザー,Magmadragon Jagalzor,printed_english_name_mapped,Dueparture overseas correspondence table,1102,636
317,8_5,DM-08,5,幻想妖精カチュア,"Kachua, Keeper of the Icegate",printed_english_name_mapped,Dueparture overseas correspondence table,1105,639
318,8_6,DM-08,6,光器サーシャ,"Sasha, Channeler of Suns",printed_english_name_mapped,Dueparture overseas correspondence table,1108,642
319,8_7,DM-08,7,疾風の守護者スール・ミース,"Thrumiss, Zephyr Guardian",printed_english_name_mapped,Dueparture overseas correspondence table,1111,645
320,8_8,DM-08,8,予言者マリエル,"Nariel, the Oracle",printed_english_name_mapped,Dueparture overseas correspondence table,1115,649
321,8_9,DM-08,9,アクア・グラップラー,Aqua Grappler,printed_english_name_mapped,Dueparture overseas correspondence table,1119,653
322,8_10,DM-08,10,ビコラキス,Vikorakys,printed_english_name_mapped,Dueparture overseas correspondence table,1123,657
323,8_11,DM-08,11,マリン・スクランブル,Marine Scramble,printed_english_name_mapped,Dueparture overseas correspondence table,1126,660
324,8_12,DM-08,12,黒神龍ガルバジーク,Necrodragon Galbazeek,printed_english_name_mapped,Dueparture overseas correspondence table,1129,663
325,8_13,DM-08,13,恐怖の影スクリーム・アサシン,"Scream Slicer, Shadow of Fear",printed_english_name_mapped,Dueparture overseas correspondence table,1133,667
326,8_14,DM-08,14,スケルトン・バイス,Skeleton Vice,wiki_established_english_name,Duel Masters Wiki/Fandom established English page/title,1137,671
327,8_15,DM-08,15,爆竜兵ドラグストライク,"Kyrstron, Lair Delver",printed_english_name_mapped,Dueparture overseas correspondence table,1140,674
328,8_16,DM-08,16,重装兵ガルバック,Slaphappy Soldier Galback,printed_english_name_mapped,Dueparture overseas correspondence table,1144,678
329,8_17,DM-08,17,レジェンド・アタッカー,Furious Onslaught,printed_english_name_mapped,Dueparture overseas correspondence table,1147,681
330,8_18,DM-08,18,緑神龍ガミラタール,Terradragon Gamiratar,printed_english_name_mapped,Dueparture overseas correspondence table,1150,684
331,8_19,DM-08,19,カーボナイト・ビートル,Carbonite Scarab,printed_english_name_mapped,Dueparture overseas correspondence table,1154,688
332,8_20,DM-08,20,ライフ・チャージャー,Root Charger,printed_english_name_mapped,Dueparture overseas correspondence table,1157,691
333,8_21,DM-08,21,日向草,Solar Grass,printed_english_name_mapped,Duel Masters Wiki/Fandom exact Japanese identity,1160,694
334,8_22,DM-08,22,レーザー・ウィップ,Laser Whip,printed_english_name_mapped,Dueparture overseas correspondence table,1163,697
335,8_23,DM-08,23,ドラコ・バリアー,Dracobarrier,printed_english_name_mapped,Dueparture overseas correspondence table,1166,700
336,8_24,DM-08,24,ラリシウス,Lalicious,printed_english_name_mapped,Dueparture overseas correspondence table,1169,703
337,8_25,DM-08,25,テンペスト・キラーホエール,Prowling Elephish,printed_english_name_mapped,Dueparture overseas correspondence table,1173,707
338,8_26,DM-08,26,ウェーブ・ランス,Wave Lance,printed_english_name_mapped,Dueparture overseas correspondence table,1177,711
339,8_27,DM-08,27,単車男,Motorcycle Mutant,printed_english_name_mapped,Dueparture overseas correspondence table,1180,714
340,8_28,DM-08,28,機怪人形ガチャック,"Gachack, Mechanical Doll",printed_english_name_mapped,Dueparture overseas correspondence table,1184,718
341,8_29,DM-08,29,ディメンジョン・チョーカー,Dimension Splitter,printed_english_name_mapped,Dueparture overseas correspondence table,1187,721
342,8_30,DM-08,30,ブルーザー・ドラゴン,Bruiser Dragon,printed_english_name_mapped,Dueparture overseas correspondence table,1191,725
343,8_31,DM-08,31,ロケットダイブ・ワイバーン,Rocketdive Skyterror,printed_english_name_mapped,Dueparture overseas correspondence table,1195,729
344,8_32,DM-08,32,クリムゾン・チャージャー,Volcano Charger,printed_english_name_mapped,Dueparture overseas correspondence table,1199,733
345,8_33,DM-08,33,シェル・コロシアム,Coliseum Shell,printed_english_name_mapped,Dueparture overseas correspondence table,1202,736
346,8_34,DM-08,34,竜舞の化身,Dracodance Totem,printed_english_name_mapped,Dueparture overseas correspondence table,1206,740
347,8_35,DM-08,35,パワー・チャージャー,Muscle Charger,printed_english_name_mapped,Dueparture overseas correspondence table,1210,744
348,8_36,DM-08,36,光器マーシャ,"Misha, Channeler of Suns",printed_english_name_mapped,Dueparture overseas correspondence table,1213,747
349,8_37,DM-08,37,乱撃の使徒ミガロ,"Migalo, Vizier of Spycraft",printed_english_name_mapped,Dueparture overseas correspondence table,1217,751
350,8_38,DM-08,38,日輪の守護者ソル・ガーラ,"Sol Galla, Halo Guardian",printed_english_name_mapped,Dueparture overseas correspondence table,1221,755
351,8_39,DM-08,39,ソーラー・チャージャー,Lunar Charger,printed_english_name_mapped,Dueparture overseas correspondence table,1224,758
352,8_40,DM-08,40,イリュージョン・フィッシュ,Illusion Fish,printed_english_name_mapped,Dueparture overseas correspondence table,1226,760
353,8_41,DM-08,41,キャンディ・クラスター,Candy Cluster,printed_english_name_mapped,Dueparture overseas correspondence table,1230,764
354,8_42,DM-08,42,グレープ・ジェリー,Grape Globbo,printed_english_name_mapped,Dueparture overseas correspondence table,1234,768
355,8_43,DM-08,43,ブレイン・チャージャー,Eureka Charger,printed_english_name_mapped,Dueparture overseas correspondence table,1238,772
356,8_44,DM-08,44,ギガクローズ,Gigaclaws,printed_english_name_mapped,Dueparture overseas correspondence table,1241,775
357,8_45,DM-08,45,黒神龍ギランド,Necrodragon Giland,printed_english_name_mapped,Dueparture overseas correspondence table,1244,778
358,8_46,DM-08,46,暴虐虫タイラント・ワーム,Tyrant Worm,printed_english_name_mapped,Dueparture overseas correspondence table,1248,782
359,8_47,DM-08,47,リバース・チャージャー,Corpse Charger,printed_english_name_mapped,Dueparture overseas correspondence table,1252,786
360,8_48,DM-08,48,バトルシップ・ワイバーン,Torpedo Skyterror,printed_english_name_mapped,Dueparture overseas correspondence table,1255,789
361,8_49,DM-08,49,紅神龍メルガルス,Magmadragon Melgars,printed_english_name_mapped,Dueparture overseas correspondence table,1259,793
362,8_50,DM-08,50,肉弾兵ウルティモ,Missile Soldier Ultimo,printed_english_name_mapped,Dueparture overseas correspondence table,1262,796
363,8_51,DM-08,51,トット・ピピッチ,Totto Pipicchi,printed_english_name_mapped,Dueparture overseas correspondence table,1266,800
364,8_52,DM-08,52,緑神龍グレガリゴン,Terradragon Regarion,printed_english_name_mapped,Dueparture overseas correspondence table,1270,804
365,8_53,DM-08,53,食獣セニア,"Senia, Orchard Avenger",printed_english_name_mapped,Dueparture overseas correspondence table,1274,808
366,8_54,DM-08,54,沈黙するバックラー・ホーン,"Bakkra Horn, the Silent",printed_english_name_mapped,Dueparture overseas correspondence table,1278,812
367,8_55,DM-08,55,怒髪の豪腕,Quixotic Hero Swine Snout,printed_english_name_mapped,Dueparture overseas correspondence table,1282,816
368,8_S1,DM-08,S1,光器ナスターシャ,"Nastasha, Channeler of Suns",printed_english_name_mapped,Dueparture overseas correspondence table,1286,820
369,8_S2,DM-08,S2,エンペラー・アクア,Emperor Quazla,printed_english_name_mapped,Dueparture overseas correspondence table,1290,824
370,8_S3,DM-08,S3,超神龍アブゾ・ドルバ,Super Necrodragon Abzo Dolba,printed_english_name_mapped,Dueparture overseas correspondence table,1294,828
371,8_S4,DM-08,S4,超竜バジュラ,Überdragon Bajula,printed_english_name_mapped_needs_extended_glyph,Dueparture overseas correspondence table,1297,831
372,8_S5,DM-08,S5,超神龍バイラス・ゲイル,Super Terradragon Bailas Gale,printed_english_name_mapped,Dueparture overseas correspondence table,1300,834
373,9_1,DM-09,1,守護聖天グレナ・ビューレ,"Glena Vuele, the Hypnotic",printed_english_name_mapped,Dueparture overseas correspondence table,1303,837
374,9_2,DM-09,2,マーチング・スプライト,Marching Motherboard,printed_english_name_mapped,Dueparture overseas correspondence table,1307,841
375,9_3,DM-09,3,死皇帝アザガースト,"Azaghast, Tyrant of Shadows",printed_english_name_mapped,Dueparture overseas correspondence table,1311,845
376,9_4,DM-09,4,聖剣炎獣バーレスク,"Balesk Baj, the Timeburner",printed_english_name_mapped,Dueparture overseas correspondence table,1314,848
377,9_5,DM-09,5,鼓舞の化身,"Vreemah, Freaky Mojo Totem",printed_english_name_mapped,Dueparture overseas correspondence table,1317,851
378,9_6,DM-09,6,天光の精霊ミハイル,"Mihail, Celestial Elemental",printed_english_name_mapped,Dueparture overseas correspondence table,1321,855
379,9_7,DM-09,7,予言者ミキュート,"Micute, the Oracle",printed_english_name_mapped,Dueparture overseas correspondence table,1325,859
380,9_8,DM-09,8,セレブ・チャージャー,Nexus Charger,printed_english_name_mapped,Dueparture overseas correspondence table,1329,863
381,9_9,DM-09,9,エンペラー・マロル,Emperor Maroll,printed_english_name_mapped,Dueparture overseas correspondence table,1332,866
382,9_10,DM-09,10,ストーク・クロウラー,Zeppelin Crawler,printed_english_name_mapped,Dueparture overseas correspondence table,1335,869
383,9_11,DM-09,11,アナライズ・チャージャー,Abduction Charger,printed_english_name_mapped,Dueparture overseas correspondence table,1338,872
384,9_12,DM-09,12,闘将バグザグール,"Gabzagul, Warlord of Pain",printed_english_name_mapped,Dueparture overseas correspondence table,1341,875
385,9_13,DM-09,13,崩壊の影デス・タギア,"Ice Vapor, Shadow of Anguish",printed_english_name_mapped,Dueparture overseas correspondence table,1345,879
386,9_14,DM-09,14,ロスト・チャージャー,Slash Charger,printed_english_name_mapped,Dueparture overseas correspondence table,1349,883
387,9_15,DM-09,15,特攻隊長マイキー,Shock Trooper Mykee,printed_english_name_mapped,Dueparture overseas correspondence table,1352,886
388,9_16,DM-09,16,猿神兵アッシュ,Simian Warrior Grash,printed_english_name_mapped,Dueparture overseas correspondence table,1356,890
389,9_17,DM-09,17,サウザンド・スピア,Blizzard of Spears,printed_english_name_mapped,Dueparture overseas correspondence table,1360,894
390,9_18,DM-09,18,大勇者「猛虎の怒り」,"Storm Wrangler, the Furious",printed_english_name_mapped,Dueparture overseas correspondence table,1363,897
391,9_19,DM-09,19,緑神龍アンリストヴァル,Terradragon Anrist Vhal,printed_english_name_mapped,Dueparture overseas correspondence table,1366,900
392,9_20,DM-09,20,クリスタル・フュージョン,Mana Bonanza,printed_english_name_mapped,Dueparture overseas correspondence table,1370,904
393,9_21,DM-09,21,月虹の守護者アール・ノアール,"Tra Rion, Penumbra Guardian",printed_english_name_mapped,Dueparture overseas correspondence table,1373,907
394,9_22,DM-09,22,宣凶師ベトラーレ,"Betrale, the Explorer",printed_english_name_mapped,Dueparture overseas correspondence table,1377,911
395,9_23,DM-09,23,センチネル・ガード,Unified Resistance,printed_english_name_mapped,Dueparture overseas correspondence table,1381,915
396,9_24,DM-09,24,ティコラクス,Tekorax,printed_english_name_mapped,Dueparture overseas correspondence table,1384,918
397,9_25,DM-09,25,ポキラ,Hokira,printed_english_name_mapped,Dueparture overseas correspondence table,1388,922
398,9_26,DM-09,26,サブマリン・プロジェクト,Submarine Project,printed_english_name_mapped,Dueparture overseas correspondence table,1391,925
399,9_27,DM-09,27,黒神龍イゾリストヴァル,Necrodragon Izorist Vhal,printed_english_name_mapped,Dueparture overseas correspondence table,1394,928
400,9_28,DM-09,28,毒牙虫ベノム・ワーム,Venom Worm,printed_english_name_mapped,Dueparture overseas correspondence table,1398,932
401,9_29,DM-09,29,生命剥奪,Grinning Hunger,printed_english_name_mapped,Dueparture overseas correspondence table,1401,935
402,9_30,DM-09,30,ジョー・リザード,Snaptongue Lizard,printed_english_name_mapped,Dueparture overseas correspondence table,1404,938
403,9_31,DM-09,31,ジージョのトンカチ,Gigio's Hammer,printed_english_name_mapped,Dueparture overseas correspondence table,1408,942
404,9_32,DM-09,32,無限掌,Fists of Forever,printed_english_name_mapped,Dueparture overseas correspondence table,1412,946
405,9_33,DM-09,33,夢蒼の剛剣,Silvermoon Trailblazer,printed_english_name_mapped,Dueparture overseas correspondence table,1415,949
406,9_34,DM-09,34,怪力の化身,Whispering Totem,printed_english_name_mapped,Dueparture overseas correspondence table,1419,953
407,9_35,DM-09,35,ソイル・チャージャー,Vine Charger,printed_english_name_mapped,Dueparture overseas correspondence table,1423,957
408,9_36,DM-09,36,聖騎士メビウスリンク,"Cyclolink, Spectral Knight",printed_english_name_mapped,Dueparture overseas correspondence table,1426,960
409,9_37,DM-09,37,時空の守護者ジル・ワーカ,"Jil Warka, Time Guardian",printed_english_name_mapped,Dueparture overseas correspondence table,1430,964
410,9_38,DM-09,38,双光の使徒カリュート,"Kalute, Vizier of Eternity",printed_english_name_mapped,Dueparture overseas correspondence table,1434,968
