master_text_id,roles,cards,source_japanese,list_index,list1_japanese,dormant_list2_reference,translation
752,rules,216:6_84:DM-06 84:ゼピメテウス,"■ブロッカー（相手クリーチャーが攻撃するとき、このクリーチャーをタップして、その攻撃を阻止してよい。その後、その相手クリーチャーとバトルする）
■このクリーチャーは攻撃することができない。",286,"{B}ブロッカー（相手クリーチャーが攻撃するとき、このクリーチャーをタップして、その攻撃を阻止してよい。その後、その相手クリーチャーとバトルする）
＊このクリーチャーは攻撃することができない。","{B} Blocker (When one of your opponent's creatures attacks, you may tap this creature to stop the attack. Then the two creatures battle.)
This creature can't attack.","■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ This creature can't attack."
753,flavor,216:6_84:DM-06 84:ゼピメテウス,あいつの体、俺の歌よりビリビリしてやがる！ - 爆炎野郎ジョー,287,あいつの体、俺の歌よりビリビリしてやがる！ - 爆炎野郎ジョー,Even I'm impressed by what he can do! --Explosive Dude Joe,
754,race,216:6_84:DM-06 84:ゼピメテウス,シー・ハッカー,288,シー・ハッカー,シー・ハッカー,Sea Hacker
755,name,217:6_85:DM-06 85:エナジー・ライト,エナジー・ライト,289,エナジー・ライト,Energy Light,Energy Stream
756,rules,217:6_85:DM-06 85:エナジー・ライト,■カードを２枚引く。,290,＊カードを2枚引く。,Draw 2 cards.,■ Draw 2 cards.
757,flavor,217:6_85:DM-06 85:エナジー・ライト,超科学の神髄！,291,超科学の神髄！,The epitome of cyber science!,
758,name,218:6_86:DM-06 86:スパイラル・ゲート,スパイラル・ゲート,292,スパイラル・ゲート,Spiral Gate,Spiral Gate
759,rules,218:6_86:DM-06 86:スパイラル・ゲート,"■Ｓ・トリガー（この呪文をシールドゾーンから手札に加えるとき、コストを支払わずにすぐ唱えてよい）
■バトルゾーンにあるクリーチャーを１体選び、持ち主の手札に戻す。",293,"{ST}S・トリガー（この呪文をシールドゾーンから手札に加えるとき、コストを支払わずにすぐ唱えてよい）
＊バトルゾーンにあるクリーチャーを1体選び、持ち主の手札に戻す。","{ST} Shield trigger (If this spell is put from your shield zone into your hand, you may cast it immediately for no cost.)
Choose 1 creature in the battle zone and return it to its owner's hand.","■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ Choose a creature in the battle zone and return it to its owner's hand."
760,flavor,218:6_86:DM-06 86:スパイラル・ゲート,そこだ！,294,そこだ！,Gotcha!,
761,name,219:6_87:DM-06 87:砕骨の刺客ゾルバス,砕骨の刺客ゾルバス,295,砕骨の刺客ゾルバス,"Zorvass, the Bonecrusher","Zorvaz, the Bonecrusher"
762,rules,219:6_87:DM-06 87:砕骨の刺客ゾルバス,"■ブロッカー（相手クリーチャーが攻撃するとき、このクリーチャーをタップして、その攻撃を阻止してよい。そのあと、その相手クリーチャーとバトルする）
■このクリーチャーは攻撃することができない。
■このクリーチャーはバトルに勝っても、バトルの後、持ち主の墓地に置かれる。",296,"{B}ブロッカー（相手クリーチャーが攻撃するとき、このクリーチャーをタップして、その攻撃を阻止してよい。そのあと、その相手クリーチャーとバトルする）
＊このクリーチャーは攻撃することができない。
＊このクリーチャーはバトルに勝っても、バトルの後、持ち主の墓地に置かれる。","{B} Blocker (When one of your opponent's creatures attacks, you may tap this creature to stop the attack. Then the two creatures battle.)
This creature can't attack.
After it battles, put this creature into your graveyard even if it wins.","■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ This creature can't attack.
■ When this creature battles, destroy it after the battle."
763,race,219:6_87:DM-06 87:砕骨の刺客ゾルバス,デーモン・コマンド,297,デーモン・コマンド,デーモン・コマンド,Demon Command
764,name,220:6_88:DM-06 88:幽鬼の影リバース・ソウル,幽鬼の影リバース・ソウル,298,幽鬼の影リバース・ソウル,Ghostly Shadow Reverse Soul,"Grim Soul, Shadow of Reversal"
765,rules,220:6_88:DM-06 88:幽鬼の影リバース・ソウル,"■このクリーチャーで攻撃する代わりに、タップして次の[Ｔ]能力を使ってもよい。
[Ｔ]－自分の墓地から闇クリーチャーを１体選び、自分の手札に戻す。",299,"＊このクリーチャーで攻撃する代わりに、タップして次の t 能力を使ってもよい。
 t 自分の墓地から闇クリーチャーを1体選び、自分の手札に戻す。","Instead of having this creature attack, you may tap it to use its t ability.
t Return a darkness creature from your graveyard to your hand.","■ Instead of having this creature attack, you may tap it to use its tap ability.
 Return a darkness creature from your graveyard to your hand."
766,flavor,220:6_88:DM-06 88:幽鬼の影リバース・ソウル,死が安らかとは限らない。,300,死が安らかとは限らない。,Death is not always a gentle repose.,
767,race,220:6_88:DM-06 88:幽鬼の影リバース・ソウル,ゴースト,301,ゴースト,ゴースト,Ghost
768,name,221:6_89:DM-06 89:烈裂虫テンタクル・ワーム,烈裂虫テンタクル・ワーム,302,烈裂虫テンタクル・ワーム,Tentacle Wurm,Tentacle Worm
769,flavor,221:6_89:DM-06 89:烈裂虫テンタクル・ワーム,森の地中深くでは、災厄の芽がのたうちながら増殖を続けている。,303,森の地中深くでは、災厄の芽がのたうちながら増殖を続けている。,"Deep in the forest, the seeds of destruction writhe, squirm, crawl...and multiply.",
770,race,221:6_89:DM-06 89:烈裂虫テンタクル・ワーム,パラサイトワーム,304,パラサイトワーム,パラサイトワーム,Parasite Worm
771,name,222:6_90:DM-06 90:カース・ペンダント,カース・ペンダント,305,カース・ペンダント,Cursed Pendant,Cursed Pincher
772,rules,222:6_90:DM-06 90:カース・ペンダント,"■ブロッカー（相手クリーチャーが攻撃するとき、このクリーチャーをタップして、その攻撃を阻止してよい。その後、その相手クリーチャーとバトルする）
■スレイヤー（このクリーチャーとバトルした相手クリーチャーは、勝っても持ち主の墓地に置かれる）
■このクリーチャーは攻撃することができない。",306,"{B}ブロッカー（相手クリーチャーが攻撃するとき、このクリーチャーをタップして、その攻撃を阻止してよい。その後、その相手クリーチャーとバトルする）
＊スレイヤー（このクリーチャーとバトルした相手クリーチャーは、勝っても持ち主の墓地に置かれる）
＊このクリーチャーは攻撃することができない。","{B} Blocker (When one of your opponent's creatures attacks, you may tap this creature to stop the attack. Then the two creatures battle.)
Slayer (Even if this creature loses a battle, put the other creature into its owner's graveyard.)
This creature can't attack.","■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ Slayer (Whenever this creature battles, destroy the other creature after the battle.)
■ This creature can't attack."
773,race,222:6_90:DM-06 90:カース・ペンダント,ブレインジャッカー,307,ブレインジャッカー,ブレインジャッカー,Brain Jacker
774,name,223:6_91:DM-06 91:逆歯怪人トマホーク,逆歯怪人トマホーク,308,逆歯怪人トマホーク,"Tomahawk, the Monstrosity","Grinning Axe, the Monstrosity"
775,rules,223:6_91:DM-06 91:逆歯怪人トマホーク,■スレイヤー（このクリーチャーとバトルした相手クリーチャーは、勝っても持ち主の墓地に置かれる）,309,＊スレイヤー（このクリーチャーとバトルした相手クリーチャーは、勝っても持ち主の墓地に置かれる）,"Slayer (Even if this creature loses a battle, put the other creature into its owner's graveyard.)","■ Slayer (Whenever this creature battles, destroy the other creature after the battle.)"
776,flavor,223:6_91:DM-06 91:逆歯怪人トマホーク,「あいつ、自分の顔食ってない？」 - 小さな勇者ゲット,310,「あいつ、自分の顔食ってない？」 - 小さな勇者ゲット,That thing looks like it's eating its own face! --Small Giant Get,
777,race,223:6_91:DM-06 91:逆歯怪人トマホーク,デビルマスク,311,デビルマスク,デビルマスク,Devil Mask
778,name,224:6_92:DM-06 92:凶犬人形ジュンカツ,凶犬人形ジュンカツ,312,凶犬人形ジュンカツ,"Junkatz, Rabid Doll","Junkatz, Rabid Doll"
779,flavor,224:6_92:DM-06 92:凶犬人形ジュンカツ,自然の民に破れた屈辱が、覇王ブラック・モナークに、新たな呪いの種をもたらす人形を作成させた。,313,自然の民に破れた屈辱が、覇王ブラック・モナークに、新たな呪いの種をもたらす人形を作成させた。,"Stinging from his humiliting defeat by nature's army, Dark Monarch created a doll to unleash a new plague upon them.",
780,race,224:6_92:DM-06 92:凶犬人形ジュンカツ,デスパペット,314,デスパペット,デスパペット,Death Puppet
781,name,225:6_93:DM-06 93:孤独の影ロンリー・ウォーカー,孤独の影ロンリー・ウォーカー,315,孤独の影ロンリー・ウォーカー,"Lonely Walker, Shadow of Solitude","Lone Tear, Shadow of Solitude"
782,rules,225:6_93:DM-06 93:孤独の影ロンリー・ウォーカー,■自分のターンが終わるとき、バトルゾーンにある自分のクリーチャーがこのクリーチャーだけであれば、自分の墓地に置く。,316,＊自分のターンが終わるとき、バトルゾーンにある自分のクリーチャーがこのクリーチャーだけであれば、自分の墓地に置く。,"When each of your turns ends, if this is your only creature in the battle zone, put it into your graveyard.","■ At the end of each of your turns, if this is your only creature in the battle zone, destroy it."
783,flavor,225:6_93:DM-06 93:孤独の影ロンリー・ウォーカー,一人にするな。 - 孤独の影ロンリー・ウォーカー,317,一人にするな。 - 孤独の影ロンリー・ウォーカー,Don't leave me by myself. --Lonely Walker,
784,race,225:6_93:DM-06 93:孤独の影ロンリー・ウォーカー,ゴースト,318,ゴースト,ゴースト,Ghost
785,name,226:6_94:DM-06 94:デス・スモーク,デス・スモーク,319,デス・スモーク,Death Smoke,Death Smoke
786,rules,226:6_94:DM-06 94:デス・スモーク,■バトルゾーンにある、相手のタップされていないクリーチャーを１体選び、持ち主の墓地に置く。,320,＊バトルゾーンにある、相手のタップされていないクリーチャーを1体選び、持ち主の墓地に置く。,Choose 1 of your opponent's untapped creatures in the battle zone and put it into your opponent's graveyard.,■ Destroy one of your opponent's untapped creatures.
787,flavor,226:6_94:DM-06 94:デス・スモーク,もはや逃れる術は無い。,321,もはや逃れる術は無い。,There is no escape.,
788,name,227:6_95:DM-06 95:ムラマサ・リザード,ムラマサ・リザード,322,ムラマサ・リザード,Muramasa Lizard,Legionnaire Lizard
789,rules,227:6_95:DM-06 95:ムラマサ・リザード,"■スピードアタッカー(このクリーチャーは召喚酔いしない）
■このクリーチャーで攻撃する代わりに、タップして次の[Ｔ]能力を使ってもよい。
[Ｔ]－バトルゾーンにある自分のクリーチャーを１体選ぶ。このターンが終わるまで、そのクリーチャーは「スピードアタッカー」を得る。",323,"＊スピードアタッカー(このクリーチャーは召喚酔いしない）
＊このクリーチャーで攻撃する代わりに、タップして次の t 能力を使ってもよい。
 t バトルゾーンにある自分のクリーチャーを1体選ぶ。このターンが終わるまで、そのクリーチャーは「スピードアタッカー」を得る。","Speed attacker (This creature doesn't get summoning sickness.)
Instead of having this creature attack, you may tap it to use its t ability.
t One of your creatures in the battle zone gets ""speed attacker"" until the end of the turn.","■ Speed attacker (This creature doesn't get summoning sickness.)
■ Instead of having this creature attack, you may tap it to use its tap ability.
 One of your creatures in the battle zone gets ""speed attacker"" until the end of the turn."
790,race,227:6_95:DM-06 95:ムラマサ・リザード,デューンゲッコー,324,デューンゲッコー,デューンゲッコー,Dune Gecko
791,name,228:6_96:DM-06 96:捜神兵グチェラリオン,捜神兵グチェラリオン,325,捜神兵グチェラリオン,Armored Scout Gutscherallion,Armored Scout Gestuchar
792,rules,228:6_96:DM-06 96:捜神兵グチェラリオン,■バトルゾーンに自分の火のクリーチャーが他に１体もなければ、このクリーチャーは「パワーアタッカー+3000」と「Ｗ・ブレイカー」を得る。（攻撃中、そのクリーチャーのパワーは+3000され、シールドを攻撃したとき、シールドを２枚ブレイクする）,326,＊バトルゾーンに自分の火のクリーチャーが他に1体もなければ、このクリーチャーは「パワーアタッカー+3000」と「W・ブレイカー」を得る。（攻撃中、そのクリーチャーのパワーは+3000され、シールドを攻撃したとき、シールドを2枚ブレイクする）,"While you have no other fire creatures in the battle zone, this creature gets ""Power attacker +3000 (While attacking, this creature gets +3000 power)"" and ""Double breaker (This creature breaks 2 shields).""","■ While you have no other fire creatures in the battle zone, this creature has ""power attacker +3000"" and ""double breaker."" (A creature that has ""power attacker +3000"" and ""double breaker"" gets +3000 power while attacking and breaks 2 shields.)"
793,flavor,228:6_96:DM-06 96:捜神兵グチェラリオン,熾烈な運用に耐えられるのは、自動修復装置のおかげだ。,327,熾烈な運用に耐えられるのは、自動修復装置のおかげだ。,"Were it not for its self-repair mechanisms, it would not be able to survive more than single mission.",
794,race,228:6_96:DM-06 96:捜神兵グチェラリオン,アーマロイド,328,アーマロイド,アーマロイド,Armorloid
795,name,229:6_97:DM-06 97:撃神兵マシンガー,撃神兵マシンガー,329,撃神兵マシンガー,Automated Weapons Master Machinger,Automated Weaponmaster Machai
796,rules,229:6_97:DM-06 97:撃神兵マシンガー,■このクリーチャーは攻撃可能であれば、必ず攻撃しなければならない。,330,＊このクリーチャーは攻撃可能であれば、必ず攻撃しなければならない。,This creature attacks if able.,■ This creature attacks each turn if able.
797,flavor,229:6_97:DM-06 97:撃神兵マシンガー,チョイヤのための突破口を開くのがこいつの役目。,331,チョイヤのための突破口を開くのがこいつの役目。,His mission is to clear the way for Choya.,
798,race,229:6_97:DM-06 97:撃神兵マシンガー,アーマロイド,332,アーマロイド,アーマロイド,Armorloid
799,name,230:6_98:DM-06 98:襲撃者エグゼドライブ,襲撃者エグゼドライブ,333,襲撃者エグゼドライブ,"Exe Driver, the Assaulter",Pyrofighter Magnus
800,rules,230:6_98:DM-06 98:襲撃者エグゼドライブ,"■スピードアタッカー(このクリーチャーは召喚酔いしない）
■自分のターンが終わるとき、このクリーチャーがバトルゾーンにあれば、自分の手札に戻す。",334,"＊スピードアタッカー(このクリーチャーは召喚酔いしない）
＊自分のターンが終わるとき、このクリーチャーがバトルゾーンにあれば、自分の手札に戻す。","Speed attacker (This creature doesn't get summoning sickness.)
When your turn ends, if this creature is in the battle zone, return it to your hand.","■ Speed attacker (This creature doesn't get summoning sickness.)
■ At the end of your turn, return this creature to your hand."
801,flavor,230:6_98:DM-06 98:襲撃者エグゼドライブ,音すらぶっちぎり。,335,音すらぶっちぎり。,You hear its attack before you see it.,
802,race,230:6_98:DM-06 98:襲撃者エグゼドライブ,ドラゴノイド,336,ドラゴノイド,ドラゴノイド,Dragonoid
803,name,231:6_99:DM-06 99:炎獣兵マグナム・ブルース,炎獣兵マグナム・ブルース,337,炎獣兵マグナム・ブルース,Pyrofighter Magnum blues,Torchclencher
804,rules,231:6_99:DM-06 99:炎獣兵マグナム・ブルース,■バトルゾーンに自分の火のクリーチャーが他に１体でもあれば、このクリーチャーは「パワーアタッカー+3000」を得る。（攻撃中、そのクリーチャーのパワーは+3000される）,338,＊バトルゾーンに自分の火のクリーチャーが他に1体でもあれば、このクリーチャーは「パワーアタッカー+3000」を得る。（攻撃中、そのクリーチャーのパワーは+3000される）,"While you have at least 1 other fire creature in the battle zone, this creature gets ""Power attacker +3000 (While attacking, this creature gets +3000 power).""","■ While you have at least one other fire creature in the battle zone, this creature has ""Power attacker +3000 (While attacking, this creature gets +3000 power)."""
805,flavor,231:6_99:DM-06 99:炎獣兵マグナム・ブルース,復讐の銃声は、友に捧げるレクイエム。,339,復讐の銃声は、友に捧げるレクイエム。,The gunshot echoing the battle field is an requiem for my friends.,
806,race,231:6_99:DM-06 99:炎獣兵マグナム・ブルース,ドラゴノイド,340,ドラゴノイド,ドラゴノイド,Dragonoid
807,name,232:6_100:DM-06 100:ピコラのスパナ,ピコラのスパナ,341,ピコラのスパナ,Picola's Spanner,Picora's Wrench
808,flavor,232:6_100:DM-06 100:ピコラのスパナ,砕け散った大地から、マシンイーターは古代の部品を掘り起こした。,342,砕け散った大地から、マシンイーターは古代の部品を掘り起こした。,The broken earth gives up the secrets of the ancient Machine Eater civilization.,
809,race,232:6_100:DM-06 100:ピコラのスパナ,ゼノパーツ,343,ゼノパーツ,ゼノパーツ,Xenoparts
810,name,233:6_101:DM-06 101:無謀鉄人チョイヤ,無謀鉄人チョイヤ,344,無謀鉄人チョイヤ,"Choya, the Unheeding","Choya, the Unheeding"
811,rules,233:6_101:DM-06 101:無謀鉄人チョイヤ,"■パワーアタッカー +1000（攻撃中、このクリーチャーのパワーは+1000される）
■このクリーチャーの攻撃がブロックされた場合、バトルは行われない。ただし、両クリーチャーはタップしたままである。",345,"＊パワーアタッカー +1000（攻撃中、このクリーチャーのパワーは+1000される）
＊このクリーチャーの攻撃がブロックされた場合、バトルは行われない。ただし、両クリーチャーはタップしたままである。","Power attacker +1000 (While attacking, this creature gets +1000 power.)
If this creature becomes blocked, stop the attack and no battle happens. (Both creatures stay tapped.)","■ Power attacker +1000 (While attacking, this creature gets +1000 power.)
■ Whenever this creature becomes blocked, no battle happens. (Both creatures stay tapped.)"
812,race,233:6_101:DM-06 101:無謀鉄人チョイヤ,ヒューマノイド,346,ヒューマノイド,ヒューマノイド,Human
813,name,234:6_102:DM-06 102:幻竜砲,幻竜砲,347,幻竜砲,Phantom Dragon's Magnum,Phantom Dragon's Flame
814,rules,234:6_102:DM-06 102:幻竜砲,"■Ｓ・トリガー（この呪文をシールドゾーンから手札に加えるとき、コストを支払わずにすぐ唱えてよい）
■バトルゾーンにある、パワー2000以下の相手のクリーチャーを１体選び、持ち主の墓地に置く。",348,"{ST}S・トリガー（この呪文をシールドゾーンから手札に加えるとき、コストを支払わずにすぐ唱えてよい）
＊バトルゾーンにある、パワー2000以下の相手のクリーチャーを1体選び、持ち主の墓地に置く。","{ST} Shield trigger (If this spell is put from your shield zone into your hand, you may cast it immediately for no cost.)
Choose 1 of your opponent's creatures in the battle zone that has power 2000 or less and put it into your opponent's graveyard.","■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ Destroy one of your opponent's creatures that has power 2000 or less."
815,flavor,234:6_102:DM-06 102:幻竜砲, 見かけ倒しと言ってくれるな。,349, 見かけ倒しと言ってくれるな。,Don't think this is all I've got.,
816,name,235:6_103:DM-06 103:ブルーレイザー・ビートル,ブルーレイザー・ビートル,350,ブルーレイザー・ビートル,Blue Laser Beetle,Trench Scarab
817,rules,235:6_103:DM-06 103:ブルーレイザー・ビートル,"■このクリーチャーは、相手プレイヤーを攻撃できない。
■パワーアタッカー+4000（攻撃中、このクリーチャーのパワーは+4000される）",351,"＊このクリーチャーは、相手プレイヤーを攻撃できない。
＊パワーアタッカー+4000（攻撃中、このクリーチャーのパワーは+4000される）","This creature can't attack players.
Power attacker +4000 (While attacking, this creature gets +4000 power.)","■ This creature can't attack players.
■ Power attacker +4000 (While attacking, this creature gets +4000 power.)"
818,flavor,235:6_103:DM-06 103:ブルーレイザー・ビートル,全身に備わる鋭利な刃のため、同族ですら離れて暮らす。,352,全身に備わる鋭利な刃のため、同族ですら離れて暮らす。,"As their keen blades are dangerous to even one anther, these insects live alone.",
819,race,235:6_103:DM-06 103:ブルーレイザー・ビートル,ジャイアント・インセクト,353,ジャイアント・インセクト,ジャイアント・インセクト,Giant Insect
820,name,236:6_104:DM-06 104:幻惑ベリー,幻惑ベリー,354,幻惑ベリー,Hallucinatory Berry,Illusory Berry
821,flavor,236:6_104:DM-06 104:幻惑ベリー,闇のエキスをも肥やしとし、どろどろとした果実を実らす。,355,闇のエキスをも肥やしとし、どろどろとした果実を実らす。,"It draws on the essence of darkness, to create a sappy fruit.",
822,race,236:6_104:DM-06 104:幻惑ベリー,ツリーフォーク,356,ツリーフォーク,ツリーフォーク,Tree Folk
823,name,237:6_105:DM-06 105:シェル・キャリアー,シェル・キャリアー,357,シェル・キャリアー,Shell Carrier,Carrier Shell
824,rules,237:6_105:DM-06 105:シェル・キャリアー,■パワーアタッカー +3000（攻撃中、このクリーチャーのパワーは+3000される）,358,＊パワーアタッカー +3000（攻撃中、このクリーチャーのパワーは+3000される）,"Power attacker +3000 (While attacking, this creature gets +3000 power.)","■ Power attacker +3000 (While attacking, this creature gets +3000 power.)"
825,flavor,237:6_105:DM-06 105:シェル・キャリアー,コロニー・ビートルが孵化した地は、しばしの間、豊かな草花の息吹に溢れかえる。,359,コロニー・ビートルが孵化した地は、しばしの間、豊かな草花の息吹に溢れかえる。,"Eventually, the places where Colony Beetle eggs hatch become fertile fields covered in grass and flowers.",
826,race,237:6_105:DM-06 105:シェル・キャリアー,コロニー・ビートル,360,コロニー・ビートル,コロニー・ビートル,Colony Beetle
827,name,238:6_106:DM-06 106:盗賊の盾,盗賊の盾,361,盗賊の盾,"Mighty Bandit, Shield of Thieves","Mighty Bandit, Ace of Thieves"
828,rules,238:6_106:DM-06 106:盗賊の盾,"■このクリーチャーで攻撃する代わりに、タップして次の[Ｔ]能力を使ってもよい。
[Ｔ]－バトルゾーンにある自分のクリーチャーを１体選ぶ。このターンが終わるまで、そのクリーチャーのパワーは+5000される。",362,"＊このクリーチャーで攻撃する代わりに、タップして次の t 能力を使ってもよい。
 t バトルゾーンにある自分のクリーチャーを1体選ぶ。このターンが終わるまで、そのクリーチャーのパワーは+5000される。","Instead of having this creature attack, you may tap it to use its t ability.
t One of your creatures in the battle zone gets +5000 power until the end of the turn.","■ Instead of having this creature attack, you may tap it to use its tap ability.
 One of your creatures in the battle zone gets +5000 power until the end of the turn."
829,race,238:6_106:DM-06 106:盗賊の盾,ビーストフォーク,363,ビーストフォーク,ビーストフォーク,Beast Folk
830,name,239:6_107:DM-06 107:シェル・ラック,シェル・ラック,364,シェル・ラック,Shell Rack,Slumber Shell
831,flavor,239:6_107:DM-06 107:シェル・ラック,何度燃やされようと、森はまた成長を始める。,365,何度燃やされようと、森はまた成長を始める。,"Fire, blade, whatever the cause--as long as one seedling remains, nthing can forever destroy the forest.",
832,race,239:6_107:DM-06 107:シェル・ラック,コロニー・ビートル,366,コロニー・ビートル,コロニー・ビートル,Colony Beetle
833,name,240:6_108:DM-06 108:滑降妖精ガラボン,滑降妖精ガラボン,367,滑降妖精ガラボン,Garabon the Glider,"Garabon, the Glider"
834,rules,240:6_108:DM-06 108:滑降妖精ガラボン,■パワーアタッカー +2000（攻撃中、このクリーチャーのパワーは+2000される）,368,＊パワーアタッカー +2000（攻撃中、このクリーチャーのパワーは+2000される）,"Power attacker +2000 (While attacking, this creature gets +2000 power.)","■ Power attacker +2000 (While attacking, this creature gets +2000 power.)"
835,flavor,240:6_108:DM-06 108:滑降妖精ガラボン,彼らの頭に蒸気を見たら、酷い事になる前に逃げ出した方がいい。,369,彼らの頭に蒸気を見たら、酷い事になる前に逃げ出した方がいい。,"When angry, a cloud of steam surrounds their heads.",
836,race,240:6_108:DM-06 108:滑降妖精ガラボン,スノーフェアリー,370,スノーフェアリー,スノーフェアリー,Snow Faerie
837,name,241:6_109:DM-06 109:ディメンジョン・ゲート,ディメンジョン・ゲート,371,ディメンジョン・ゲート,Dimension Gate,Dimension Gate
838,rules,241:6_109:DM-06 109:ディメンジョン・ゲート,"■Ｓ・トリガー（この呪文をシールドゾーンから手札に加えるとき、コストを支払わずにすぐ唱えてよい）
■自分の山札を見る。その中からクリーチャーを１体選び、相手に見せてから自分の手札に加えてもよい。その後、山札をシャッフルする。",372,"{ST}S・トリガー（この呪文をシールドゾーンから手札に加えるとき、コストを支払わずにすぐ唱えてよい）
＊自分の山札を見る。その中からクリーチャーを1体選び、相手に見せてから自分の手札に加えてもよい。その後、山札をシャッフルする。","{ST} Shield trigger (If this spell is put from your shield zone into your hand, you may cast it immediately for no cost.)
Search your deck. You may take a creature from your deck, show that creature to your opponent, and put it into your hand. Then shuffle your deck.","■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ Search your deck. You may take a creature from your deck, show that creature to your opponent, and put it into your hand. Then shuffle your deck."
839,name,242:6_110:DM-06 110:フェアリー・ライフ,フェアリー・ライフ,373,フェアリー・ライフ,Faerie Life,Faerie Life
840,rules,242:6_110:DM-06 110:フェアリー・ライフ,"■Ｓ・トリガー（この呪文をシールドゾーンから手札に加えるとき、コストを支払わずにすぐ唱えてよい）
■自分の山札の上から１枚目を、自分のマナゾーンに置く。",374,"{ST}S・トリガー（この呪文をシールドゾーンから手札に加えるとき、コストを支払わずにすぐ唱えてよい）
＊自分の山札の上から1枚目を、自分のマナゾーンに置く。","{ST} Shield trigger (If this spell is put from your shield zone into your hand, you may cast it immediately for no cost.)
Put the top card of your deck into your mana zone.","■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ Put the top card of your deck into your mana zone."
841,flavor,242:6_110:DM-06 110:フェアリー・ライフ,お芽々がぽっこり～　雪からにょっきり～ - 春の歌,375,お芽々がぽっこり～　雪からにょっきり～ - 春の歌,...Buds sprout/From the snow… --Song of Spring,
842,name,243:6_S1:DM-06 S1:聖天使クラウゼ・バルキューラ,聖天使クラウゼ・バルキューラ,376,聖天使クラウゼ・バルキューラ,Holy Angel Crauze Valkyrie,"Craze Valkyrie, the Drastic"
843,rules,243:6_S1:DM-06 S1:聖天使クラウゼ・バルキューラ,"■進化－自分のイニシエート１体の上に置く。
■このクリーチャーがバトルゾーンに出たとき、バトルゾーンにある相手のクリーチャーを２体まで選び、タップしてもよい。
■Ｗ・ブレイカー（シールドを攻撃したとき、このクリーチャーはシールドを２枚ブレイクする）",377,"＊進化－自分のイニシエート1体の上に置く。
＊このクリーチャーがバトルゾーンに出たとき、バトルゾーンにある相手のクリーチャーを2体まで選び、タップしてもよい。
＊W・ブレイカー（シールドを攻撃したとき、このクリーチャーはシールドを2枚ブレイクする）","Evolution-Put on 1 of your Initiates.
When this creature is put into the battle zone, you may choose up to 2 of your opponent's untapped creatures in the battle zone and tap them.
Double breaker (This creature breaks 2 shields.)","■ Evolution-Put on one of your Initiates.
■ When you put this creature into the battle zone, choose up to 2 of your opponent's creatures in the battle zone and tap them.
■ Double breaker (This creature breaks 2 shields.)"
844,race,243:6_S1:DM-06 S1:聖天使クラウゼ・バルキューラ,イニシエート,378,イニシエート,イニシエート,Initiate
845,name,244:6_S2:DM-06 S2:閃光の求道者ラ・ベイル,閃光の求道者ラ・ベイル,379,閃光の求道者ラ・ベイル,"La Veil, Seeker of Luminescence","Laveil, Seeker of Catastrophe"
846,rules,244:6_S2:DM-06 S2:閃光の求道者ラ・ベイル,"■ブロッカー（相手クリーチャーが攻撃するとき、このクリーチャーをタップして、その攻撃を阻止してよい。そのあと、その相手クリーチャーとバトルする）
■Ｗ・ブレイカー
■ターンの終わりに、このクリーチャーをアンタップしてもよい。",380,"{B}ブロッカー（相手クリーチャーが攻撃するとき、このクリーチャーをタップして、その攻撃を阻止してよい。そのあと、その相手クリーチャーとバトルする）
＊W・ブレイカー
＊ターンの終わりに、このクリーチャーをアンタップしてもよい。","{B} Blocker (When one of your opponent's creatures attacks, you may tap this creature to stop the attack. Then the two creatures battle.)
Double breaker
When each turn ends, if this creature is in the battle zone, you may untap this creature.","■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ At the end of each of your turns, you may untap this creature.
■ Double breaker (This creature breaks 2 shields.)"
847,race,244:6_S2:DM-06 S2:閃光の求道者ラ・ベイル,メカサンダー,381,メカサンダー,メカサンダー,Mecha Thunder
848,name,245:6_S3:DM-06 S3:ゼータ・トゥレイト,ゼータ・トゥレイト,382,ゼータ・トゥレイト,Zeta Toolate,Q-tronic Hypermind
